,Crime_Type,Charges_Filed,Time_Served_Months,Prior_Criminal_History,Risk_of_Flight,Influence_on_Trial,Bail_Decision,Socio_Economic_Status
248,Cyber Crime,['IPC 302'],14,0,0.2335804342223592,0.4147358025299937,Rejected,Middle
249,Economic,"['Narcotics Act', 'IPC 420']",5,0,0.2634734456938482,0.9303511771330678,Rejected,Low
250,Violent,"['IPC 307', 'IPC 302', 'Economic Offenses Act']",18,0,0.0378201365520353,0.7848829833877943,Rejected,Low
251,Cyber Crime,"['Economic Offenses Act', 'IPC 302']",42,1,0.1230521235903249,0.2000089211127476,Rejected,Low
252,Cyber Crime,['Narcotics Act'],19,1,0.986349922944162,0.1308423613488197,Granted,Low
253,Economic,['IPC 307'],12,0,0.315216737377286,0.675811635742733,Granted,Low
254,Violent,"['IPC 379', 'IPC 302']",18,1,0.1153010903390493,0.5598831655769838,Granted,Low
255,Economic,"['Cyber Laws', 'IPC 302', 'IPC 302']",17,1,0.1069912611746233,0.7896736137927557,Granted,High
256,Violent,"['Cyber Laws', 'Cyber Laws']",30,1,0.7194599676699719,0.7388050500786865,Rejected,High
257,Drug-related,"['IPC 307', 'IPC 302']",24,1,0.8545686640326409,0.625211533857515,Rejected,Low
258,Non-violent,"['Narcotics Act', 'Narcotics Act']",11,1,0.2569522995084699,0.9863821716288922,Granted,High
259,Non-violent,"['Cyber Laws', 'IPC 302']",35,1,0.0209095123352349,0.5335897301104087,Granted,Middle
260,Non-violent,"['IPC 307', 'IPC 307']",23,1,0.2230900184453558,0.1131057565017198,Rejected,Middle
261,Economic,"['Narcotics Act', 'Economic Offenses Act', 'Cyber Laws']",17,0,0.0565156907967573,0.8282735648159884,Rejected,Low
262,Drug-related,"['Cyber Laws', 'IPC 420', 'IPC 379']",1,0,0.1033949366300415,0.251853362345709,Rejected,Middle
263,Violent,"['IPC 379', 'IPC 379']",15,0,0.4315081198476423,0.7773021481439183,Granted,Middle
264,Cyber Crime,"['IPC 302', 'Economic Offenses Act', 'Narcotics Act']",32,0,0.2299183708616325,0.9571070960000514,Granted,High
265,Violent,"['Economic Offenses Act', 'IPC 420']",9,0,0.5159458785254234,0.6967955139643413,Rejected,High
266,Cyber Crime,"['IPC 420', 'Cyber Laws']",15,0,0.2534937532571903,0.5960301609498011,Rejected,High
267,Violent,"['Narcotics Act', 'Economic Offenses Act', 'Cyber Laws']",28,0,0.9405373011029476,0.4603861756750406,Granted,High
268,Drug-related,"['IPC 379', 'Narcotics Act']",24,0,0.9059439679262644,0.3644098659954032,Granted,Middle
269,Cyber Crime,['IPC 307'],35,0,0.566806105010466,0.3530047509718362,Granted,Low
270,Economic,"['IPC 302', 'Economic Offenses Act']",22,1,0.3544239919873861,0.6363727057095906,Granted,High
271,Violent,"['IPC 302', 'Cyber Laws']",27,1,0.3811468820347355,0.7512731169377459,Rejected,Middle
272,Violent,"['IPC 420', 'IPC 302', 'IPC 307']",19,0,0.4118522831444969,0.6785170694844144,Rejected,High
273,Cyber Crime,"['Cyber Laws', 'Economic Offenses Act', 'IPC 420']",45,1,0.727579322134944,0.1984101011935627,Rejected,Middle
274,Economic,"['IPC 302', 'IPC 379', 'IPC 307']",12,1,0.4516389955188379,0.4939871801434912,Granted,High
275,Economic,"['IPC 379', 'Narcotics Act', 'IPC 379']",20,0,0.8567299465058974,0.791640072183063,Granted,Low
276,Drug-related,"['IPC 420', 'IPC 307', 'IPC 420']",1,0,0.9440947859303646,0.4757040781890562,Granted,High
277,Economic,['IPC 420'],21,0,0.3359461533789338,0.5366232797354938,Rejected,Low
278,Economic,['Narcotics Act'],45,1,0.5606944813756801,0.7711360481708222,Rejected,High
279,Economic,"['IPC 302', 'Economic Offenses Act', 'Economic Offenses Act']",1,1,0.0950565368325644,0.6612653062650915,Rejected,High
280,Non-violent,"['IPC 307', 'IPC 307']",10,0,0.200469047766359,0.4093449208823926,Granted,High
281,Drug-related,"['IPC 420', 'IPC 307']",47,1,0.4134657667101601,0.895412711194219,Granted,Middle
282,Violent,"['IPC 379', 'Narcotics Act', 'IPC 379']",32,1,0.2062027159017788,0.1625670686634786,Rejected,Middle
283,Cyber Crime,"['IPC 307', 'IPC 379', 'Cyber Laws']",39,1,0.8765604907887176,0.9955164485903248,Granted,Low
284,Violent,['IPC 420'],22,0,0.158286256059098,0.1188525784762372,Rejected,Low
285,Drug-related,['Economic Offenses Act'],18,1,0.4556608215530919,0.0149499711042389,Rejected,Middle
286,Cyber Crime,['IPC 420'],46,1,0.6056992404598757,0.8900189011487647,Rejected,Low
287,Drug-related,"['Narcotics Act', 'IPC 420', 'Cyber Laws']",32,1,0.6918639081608444,0.244953508365956,Rejected,Low
288,Economic,"['Cyber Laws', 'Cyber Laws']",27,1,0.3830693697265067,0.7296996274467209,Granted,Middle
289,Cyber Crime,"['IPC 302', 'IPC 420', 'IPC 379']",28,1,0.8690990687247285,0.8110153749320693,Granted,Middle
290,Economic,"['Economic Offenses Act', 'IPC 302']",18,1,0.5683191510779255,0.8589863910321168,Granted,Middle
291,Violent,"['Narcotics Act', 'Economic Offenses Act', 'Narcotics Act']",39,1,0.4395077804475518,0.9915942356641668,Granted,Middle
292,Violent,['Cyber Laws'],29,0,0.0672406340520366,0.294039710039999,Granted,High
293,Cyber Crime,['IPC 307'],18,0,0.464689468445165,0.7102433419272591,Granted,Middle
294,Cyber Crime,"['IPC 307', 'Economic Offenses Act']",44,1,0.8207358408157303,0.1153998582808282,Rejected,Low
295,Drug-related,"['Economic Offenses Act', 'IPC 379', 'Narcotics Act']",8,0,0.6145410182213155,0.4068092913568494,Granted,High
296,Drug-related,['IPC 379'],31,1,0.8321624537291183,0.8479716933125904,Granted,High
297,Economic,['IPC 420'],34,1,0.4940116705993056,0.3676580460591083,Granted,Low
298,Cyber Crime,['IPC 420'],7,1,0.1184617050944818,0.5910953805356141,Rejected,High
299,Violent,"['IPC 307', 'Cyber Laws']",36,0,0.013639845835881,0.5037734437246341,Granted,Low
300,Drug-related,"['Narcotics Act', 'IPC 379']",18,1,0.3032195467185912,0.6459515311120451,Rejected,High
301,Drug-related,['IPC 420'],38,1,0.6979904714977925,0.9728943893876948,Granted,High
302,Violent,['IPC 302'],9,0,0.7902599039416938,0.0557355265014021,Granted,Low
303,Drug-related,"['IPC 307', 'Cyber Laws']",9,0,0.2957528346203294,0.5739615175016297,Granted,Low
304,Economic,"['IPC 420', 'IPC 420', 'IPC 302']",46,1,0.4956539208832471,0.8630287792502848,Rejected,Low
305,Cyber Crime,"['IPC 307', 'Economic Offenses Act', 'IPC 420']",8,0,0.4211189044340816,0.4813827117484275,Rejected,Low
306,Violent,['Narcotics Act'],35,0,0.4105227843514278,0.0785271859415728,Granted,Middle
307,Cyber Crime,"['Cyber Laws', 'IPC 379']",18,1,0.2313487132001505,0.5605393524167709,Granted,Middle
308,Drug-related,"['IPC 307', 'Narcotics Act']",5,1,0.1363711050294583,0.3320738908238204,Granted,Low
309,Drug-related,"['Cyber Laws', 'IPC 302']",14,1,0.1966885582312131,0.1549417853379359,Rejected,Middle
310,Violent,['IPC 379'],28,0,0.0553323871633461,0.849034513283473,Rejected,Low
311,Economic,"['IPC 302', 'IPC 379']",30,0,0.198130741823577,0.5215995129911216,Granted,Low
312,Non-violent,"['IPC 307', 'IPC 307', 'IPC 379']",4,0,0.0092008976253794,0.9332764123790668,Rejected,High
313,Violent,['Economic Offenses Act'],39,1,0.6272584006359783,0.8060165046030691,Rejected,Low
314,Non-violent,"['IPC 302', 'Narcotics Act']",20,0,0.3163754073876829,0.6929717937736674,Rejected,Low
315,Non-violent,"['Cyber Laws', 'Economic Offenses Act', 'IPC 379']",25,0,0.9731447114269086,0.0050255033653119,Rejected,Low
316,Economic,"['IPC 302', 'IPC 420', 'Narcotics Act']",28,1,0.1937170507762978,0.4278234566382499,Granted,Low
317,Non-violent,"['IPC 307', 'IPC 379']",12,1,0.3458285703095939,0.1974862816520323,Granted,High
318,Non-violent,"['Economic Offenses Act', 'Cyber Laws', 'IPC 302']",2,1,0.3578411586415332,0.9107979110488678,Rejected,Low
319,Economic,['Economic Offenses Act'],43,0,0.0084514960624605,0.1745839846763602,Rejected,High
320,Non-violent,"['Economic Offenses Act', 'IPC 379', 'IPC 420']",14,1,0.8392079530394589,0.2860600516592855,Rejected,Low
321,Non-violent,"['IPC 302', 'Economic Offenses Act']",22,0,0.0319944601443247,0.5168367677344992,Granted,High
322,Non-violent,"['Economic Offenses Act', 'Economic Offenses Act']",31,0,0.9401798347292414,0.2633636189980792,Granted,Middle
323,Violent,['IPC 379'],23,1,0.8920743510936207,0.2098646772791211,Rejected,High
324,Violent,['Narcotics Act'],20,1,0.5355219160859636,0.5990993251027524,Rejected,High
325,Violent,['Cyber Laws'],38,1,0.5435955749112921,0.0889295227550238,Rejected,Low
326,Economic,"['IPC 420', 'IPC 420']",4,1,0.6537779229561563,0.0581677587209247,Rejected,High
327,Drug-related,['Economic Offenses Act'],15,1,0.387050011934887,0.3722452951860714,Granted,High
328,Non-violent,['IPC 379'],24,0,0.6472222833978555,0.7206644545078623,Granted,Low
329,Non-violent,['Economic Offenses Act'],25,0,0.0447683886884868,0.554806758273948,Granted,Middle
330,Economic,"['IPC 379', 'IPC 302']",1,0,0.0540476273497265,0.4228764684667788,Granted,Middle
331,Non-violent,"['IPC 379', 'IPC 379']",7,1,0.4572304196195443,0.5657515642245824,Granted,Middle
332,Violent,"['IPC 379', 'IPC 379', 'IPC 307']",31,0,0.5496223011060349,0.3654514846532736,Granted,High
333,Drug-related,"['Cyber Laws', 'Cyber Laws']",12,1,0.887817640335819,0.9361463354321128,Rejected,Low
334,Cyber Crime,['Cyber Laws'],42,1,0.1046606339078962,0.0549048909107743,Rejected,Middle
335,Non-violent,"['IPC 379', 'Cyber Laws', 'Economic Offenses Act']",5,0,0.8226479271938894,0.6733914790298352,Granted,Middle
336,Violent,"['IPC 379', 'IPC 420']",44,0,0.2100473372920696,0.8912826648277505,Granted,Middle
337,Cyber Crime,['IPC 302'],42,1,0.3940836485100318,0.8038847087352534,Granted,Middle
338,Drug-related,"['IPC 307', 'Cyber Laws']",38,0,0.3166024348274129,0.1840410348214467,Rejected,Low
339,Cyber Crime,"['Cyber Laws', 'IPC 302', 'IPC 379']",12,1,0.400155272865399,0.2959263489802883,Rejected,Middle
340,Violent,"['IPC 379', 'IPC 379']",39,0,0.1504954980725855,0.7170479387071047,Rejected,High
341,Cyber Crime,"['IPC 379', 'IPC 302']",18,0,0.503570074403555,0.0842705591807655,Rejected,High
342,Economic,['Economic Offenses Act'],2,0,0.8016425898313673,0.811861699832584,Granted,Low
343,Cyber Crime,"['Economic Offenses Act', 'IPC 302']",10,0,0.4415340103788969,0.7189069446047903,Rejected,Middle
344,Non-violent,"['IPC 420', 'Economic Offenses Act', 'IPC 302']",15,0,0.4906135758981991,0.7296066492353426,Granted,Middle
345,Non-violent,"['Economic Offenses Act', 'IPC 420', 'Cyber Laws']",30,1,0.8487675852813142,0.1002413702675913,Rejected,High
346,Economic,"['Narcotics Act', 'Narcotics Act']",44,0,0.7060581146380308,0.7177605448162309,Rejected,Low
347,Violent,['Cyber Laws'],17,0,0.4904544085197847,0.67981812521997,Rejected,High
348,Non-violent,['IPC 302'],4,0,0.2576956481891796,0.8309224908218505,Rejected,Low
349,Drug-related,['Cyber Laws'],7,1,0.8849267468449666,0.0415959562564695,Granted,Low
350,Non-violent,"['Narcotics Act', 'IPC 379', 'IPC 302']",41,1,0.5770204016905583,0.0231106684677921,Granted,Low
351,Non-violent,"['Cyber Laws', 'Cyber Laws', 'IPC 302']",31,1,0.2211476101106934,0.3730070998785607,Granted,High
352,Violent,"['IPC 420', 'IPC 420', 'IPC 307']",39,1,0.2691197526380103,0.1487882838491528,Granted,Low
353,Cyber Crime,['Narcotics Act'],34,1,0.8031330889362459,0.5583844775702219,Granted,High
354,Non-violent,"['Cyber Laws', 'IPC 302']",6,0,0.0441455620874554,0.9173489015067487,Granted,High
355,Economic,"['Economic Offenses Act', 'Economic Offenses Act', 'Narcotics Act']",38,0,0.99209218702882,0.3914797303340157,Granted,Middle
356,Cyber Crime,"['IPC 302', 'Cyber Laws']",45,0,0.1303516797147917,0.8449503772726041,Rejected,High
357,Drug-related,"['IPC 379', 'Cyber Laws', 'IPC 307']",34,1,0.7960685253969374,0.0002408745178664,Granted,High
358,Violent,['Economic Offenses Act'],44,1,0.3947753167716828,0.1685146434591842,Rejected,Middle
359,Drug-related,['Narcotics Act'],15,0,0.4922161832874668,0.0304235396540856,Granted,Middle
360,Cyber Crime,['IPC 379'],14,1,0.8806505774645779,0.3281471805150686,Rejected,Middle
361,Cyber Crime,['Narcotics Act'],6,1,0.4129111895892132,0.9081895956965028,Granted,Low
362,Cyber Crime,['IPC 302'],37,1,0.5374937536732345,0.0969521235989877,Rejected,Low
363,Drug-related,['IPC 302'],32,0,0.0492996624091699,0.6064097767438004,Granted,Middle
364,Cyber Crime,"['IPC 302', 'IPC 307', 'IPC 302']",3,0,0.0023474738674531,0.4514959391194442,Granted,Low
365,Drug-related,['Economic Offenses Act'],3,1,0.2447998730017259,0.9384682123658123,Granted,Middle
366,Cyber Crime,"['IPC 420', 'Cyber Laws', 'IPC 420']",22,1,0.6805830929187673,0.1225191425370938,Granted,Low
367,Economic,"['Economic Offenses Act', 'Economic Offenses Act']",22,1,0.1212648933591367,0.2120278505022289,Rejected,High
368,Cyber Crime,['IPC 379'],10,1,0.1137619588045494,0.0295419686114932,Granted,Low
369,Drug-related,"['IPC 420', 'Narcotics Act']",3,0,0.4109606080359033,0.4339352496313737,Granted,Low
370,Non-violent,"['Narcotics Act', 'IPC 379']",12,1,0.6478370386082265,0.2778328995646543,Rejected,High
371,Cyber Crime,"['IPC 420', 'IPC 302']",29,0,0.7120719922479305,0.8699059338903209,Granted,Middle
372,Non-violent,['IPC 379'],17,0,0.1784506740983747,0.6049408131977551,Rejected,Low
373,Economic,"['Economic Offenses Act', 'IPC 420', 'IPC 420']",7,0,0.0795881473720424,0.6140907379757017,Rejected,Low
374,Violent,"['IPC 420', 'Narcotics Act']",13,1,0.9403970339455442,0.5319106968813024,Granted,High
375,Economic,"['Cyber Laws', 'IPC 420', 'IPC 307']",2,0,0.2606663825621017,0.091850337229201,Granted,High
376,Cyber Crime,"['IPC 379', 'Economic Offenses Act']",4,0,0.8533464976087238,0.4450186837253552,Rejected,High
377,Non-violent,['IPC 302'],10,1,0.8634914504628183,0.9995051897085164,Granted,High
378,Non-violent,"['Cyber Laws', 'Cyber Laws', 'Cyber Laws']",39,1,0.7725225917625445,0.8352292908460148,Rejected,Middle
379,Drug-related,['IPC 307'],24,1,0.16883360665257,0.8934590541671159,Granted,Low
380,Non-violent,['Narcotics Act'],17,0,0.8218014592542003,0.8232263592464995,Granted,Low
381,Drug-related,"['IPC 307', 'IPC 379']",6,1,0.7692505592415867,0.1030416934309826,Rejected,Low
382,Violent,"['IPC 420', 'IPC 307', 'IPC 302']",19,0,0.5967229901062171,0.2274482540647996,Granted,Low
383,Cyber Crime,['Narcotics Act'],5,0,0.3372020351689527,0.0031216513564096,Granted,Middle
384,Drug-related,['IPC 302'],32,1,0.2625086042665441,0.3035101248781114,Granted,Low
385,Violent,"['Cyber Laws', 'IPC 379', 'Narcotics Act']",10,0,0.1218892120803589,0.1086074023464925,Rejected,Middle
386,Non-violent,['Narcotics Act'],9,0,0.5097570669008714,0.472793345301583,Granted,Middle
387,Non-violent,['Cyber Laws'],27,0,0.5852608755098465,0.6771274885739019,Rejected,High
388,Violent,['Cyber Laws'],13,0,0.3593389905157872,0.8745052950380771,Granted,High
389,Non-violent,['Cyber Laws'],19,1,0.4753590676808685,0.7492171650908982,Rejected,Low
390,Violent,"['IPC 420', 'IPC 420', 'IPC 302']",21,0,0.3635144573692667,0.9385855957785052,Granted,Middle
391,Drug-related,"['Economic Offenses Act', 'Narcotics Act']",24,1,0.6410060573207013,0.0538982903937887,Granted,High
392,Drug-related,['IPC 302'],38,0,0.9012592077965632,0.0121798354165414,Rejected,Middle
393,Violent,"['IPC 307', 'IPC 379']",4,0,0.1639202620469448,0.6613381138362127,Granted,High
394,Drug-related,"['Cyber Laws', 'IPC 302']",24,1,0.3814088099031234,0.2893524102222462,Rejected,Middle
395,Drug-related,['Narcotics Act'],35,0,0.1408686039508613,0.2535010161057731,Granted,Low
396,Drug-related,['IPC 302'],3,0,0.624943770407832,0.3308870876937942,Rejected,Low
397,Economic,['Narcotics Act'],4,0,0.7288705094885958,0.2697960578923641,Granted,Middle
398,Cyber Crime,"['IPC 379', 'Economic Offenses Act', 'Economic Offenses Act']",37,0,0.931912732597456,0.5114364063015873,Rejected,High
399,Non-violent,['Economic Offenses Act'],40,0,0.2788719262609649,0.4401484472241325,Granted,High
400,Economic,['IPC 379'],35,0,0.9502112058654302,0.5124285513766563,Rejected,Low
401,Drug-related,"['IPC 379', 'IPC 379']",31,1,0.0632626718206748,0.6727136115004362,Rejected,Low
402,Violent,['Economic Offenses Act'],44,1,0.6030138633645882,0.3871305089711483,Granted,Low
403,Drug-related,"['Narcotics Act', 'IPC 302']",25,1,0.0571327193433299,0.2513076871421568,Rejected,High
404,Cyber Crime,"['IPC 420', 'Narcotics Act', 'Narcotics Act']",40,0,0.8937741877619448,0.1662005368087454,Rejected,High
405,Drug-related,['IPC 420'],13,0,0.5298090570700541,0.3494741195326255,Granted,Low
406,Violent,['IPC 302'],4,0,0.6693483507627961,0.741806475246172,Granted,Middle
407,Cyber Crime,['IPC 307'],46,1,0.8315739259104525,0.7567049101114696,Granted,High
408,Drug-related,"['IPC 420', 'IPC 307', 'Narcotics Act']",14,0,0.1503106224839687,0.6669053866842103,Granted,Low
409,Cyber Crime,['IPC 379'],13,1,0.0385915619381338,0.2340281753068746,Granted,Middle
410,Non-violent,"['Economic Offenses Act', 'Cyber Laws']",27,0,0.8788811459128522,0.5880862458546977,Granted,High
411,Non-violent,['Economic Offenses Act'],6,0,0.3149332274589325,0.570689661576848,Rejected,Middle
412,Drug-related,"['IPC 302', 'Economic Offenses Act', 'IPC 420']",17,0,0.1289789079271652,0.4842661981097255,Rejected,Middle
413,Cyber Crime,"['IPC 307', 'IPC 307']",36,1,0.4684612370870865,0.5499789863838642,Rejected,High
414,Violent,"['IPC 302', 'Economic Offenses Act']",40,0,0.5983060756960188,0.491790632623668,Granted,Low
415,Drug-related,"['Narcotics Act', 'IPC 379']",35,1,0.0309706034225101,0.5654563660741082,Granted,Middle
416,Non-violent,"['IPC 420', 'IPC 420', 'IPC 302']",17,0,0.2748956582570877,0.7155059546211288,Rejected,Low
417,Non-violent,['IPC 420'],41,0,0.032799874276896,0.1096281944034397,Rejected,High
418,Drug-related,"['IPC 379', 'Economic Offenses Act']",2,1,0.4203353891954989,0.7496257521490237,Granted,Middle
419,Cyber Crime,['Economic Offenses Act'],13,0,0.8951000290662443,0.1358861501275942,Rejected,Middle
420,Non-violent,"['Economic Offenses Act', 'Narcotics Act']",2,0,0.9826524114935692,0.0666279984103747,Granted,Middle
421,Cyber Crime,['IPC 307'],28,0,0.6370475535036275,0.9760796862214676,Granted,Middle
422,Non-violent,"['IPC 379', 'IPC 379']",43,0,0.1616376937845918,0.9569917688704416,Rejected,Middle
423,Non-violent,['IPC 307'],26,1,0.9058493899993058,0.060436544940564,Granted,High
424,Economic,"['IPC 307', 'IPC 379']",22,1,0.5162478232000605,0.4432534414749621,Granted,Middle
425,Non-violent,"['IPC 302', 'IPC 302']",47,0,0.1537493121029181,0.1862449382997747,Granted,High
426,Violent,"['IPC 420', 'IPC 379', 'IPC 420']",43,0,0.9217266694516614,0.4853448971344181,Granted,Low
427,Drug-related,"['IPC 379', 'Narcotics Act']",3,1,0.757469050723103,0.8301772429995874,Rejected,High
428,Drug-related,"['Narcotics Act', 'Cyber Laws']",35,0,0.7317052727231516,0.9506117747428904,Granted,Middle
429,Cyber Crime,"['Cyber Laws', 'IPC 307', 'IPC 302']",12,1,0.7091807037944047,0.6342526534515374,Granted,Low
430,Non-violent,['Cyber Laws'],24,0,0.2003398210964423,0.353905667211817,Rejected,High
431,Violent,"['IPC 379', 'IPC 302', 'Economic Offenses Act']",5,1,0.211006691707526,0.6033255656445984,Granted,High
432,Cyber Crime,['Economic Offenses Act'],20,1,0.688292998427255,0.3120013061084503,Granted,High
433,Economic,"['Narcotics Act', 'Narcotics Act']",39,1,0.2197227501103968,0.9098236408320604,Rejected,Middle
434,Cyber Crime,"['IPC 302', 'Economic Offenses Act']",39,1,0.4386716968030488,0.870400463105837,Rejected,Middle
435,Cyber Crime,"['IPC 302', 'Economic Offenses Act', 'IPC 302']",13,0,0.7820018255939414,0.558231750279661,Granted,High
436,Non-violent,"['IPC 420', 'Narcotics Act']",41,0,0.783952518097841,0.3247989153803605,Granted,High
437,Economic,"['IPC 379', 'IPC 307']",45,1,0.4532617725258596,0.2933896755829783,Rejected,Low
438,Cyber Crime,"['Narcotics Act', 'Economic Offenses Act', 'IPC 302']",12,1,0.7921899382752451,0.0334179947050594,Granted,Middle
439,Violent,['Cyber Laws'],13,1,0.8386217961980568,0.8158208510252952,Granted,Middle
440,Violent,"['Cyber Laws', 'IPC 420']",10,1,0.6547757512842602,0.4503832130390079,Granted,Low
441,Drug-related,"['IPC 379', 'IPC 379']",33,0,0.2284258523084201,0.3251329284002644,Rejected,High
442,Economic,"['IPC 302', 'Economic Offenses Act', 'Economic Offenses Act']",40,1,0.2740117803855475,0.4711103549977539,Granted,High
443,Economic,"['IPC 307', 'IPC 379', 'IPC 302']",16,1,0.3148411554087353,0.818737990454652,Rejected,Low
