Crime_Type,Charges_Filed,Time_Served_Months,Prior_Criminal_History,Risk_of_Flight,Influence_on_Trial,Bail_Decision,Socio_Economic_Status
Drug-related,"['IPC 307', 'IPC 302']",24,1,0.8545686640326409,0.625211533857515,Rejected,Low
Non-violent,"['Narcotics Act', 'Narcotics Act']",11,1,0.2569522995084699,0.9863821716288922,Granted,High
Non-violent,"['Cyber Laws', 'IPC 302']",35,1,0.02090951233523497,0.5335897301104087,Granted,Middle
Non-violent,"['IPC 307', 'IPC 307']",23,1,0.2230900184453558,0.11310575650171983,Rejected,Middle
Economic,"['Narcotics Act', 'Economic Offenses Act', 'Cyber Laws']",17,0,0.056515690796757334,0.8282735648159884,Rejected,Low
Drug-related,"['Cyber Laws', 'IPC 420', 'IPC 379']",1,0,0.10339493663004151,0.251853362345709,Rejected,Middle
Violent,"['IPC 379', 'IPC 379']",15,0,0.43150811984764237,0.7773021481439183,Granted,Middle
Cyber Crime,"['IPC 302', 'Economic Offenses Act', 'Narcotics Act']",32,0,0.22991837086163258,0.9571070960000514,Granted,High
Violent,"['Economic Offenses Act', 'IPC 420']",9,0,0.5159458785254234,0.6967955139643413,Rejected,High
Cyber Crime,"['IPC 420', 'Cyber Laws']",15,0,0.25349375325719037,0.5960301609498011,Rejected,High
Violent,"['Narcotics Act', 'Economic Offenses Act', 'Cyber Laws']",28,0,0.9405373011029476,0.4603861756750406,Granted,High
Drug-related,"['IPC 379', 'Narcotics Act']",24,0,0.9059439679262645,0.36440986599540326,Granted,Middle
Cyber Crime,['IPC 307'],35,0,0.566806105010466,0.35300475097183626,Granted,Low
Economic,"['IPC 302', 'Economic Offenses Act']",22,1,0.35442399198738617,0.6363727057095906,Granted,High
Violent,"['IPC 302', 'Cyber Laws']",27,1,0.38114688203473557,0.7512731169377459,Rejected,Middle
Violent,"['IPC 420', 'IPC 302', 'IPC 307']",19,0,0.41185228314449696,0.6785170694844144,Rejected,High
Cyber Crime,"['Cyber Laws', 'Economic Offenses Act', 'IPC 420']",45,1,0.727579322134944,0.19841010119356273,Rejected,Middle
Economic,"['IPC 302', 'IPC 379', 'IPC 307']",12,1,0.4516389955188379,0.4939871801434912,Granted,High
Economic,"['IPC 379', 'Narcotics Act', 'IPC 379']",20,0,0.8567299465058974,0.791640072183063,Granted,Low
Drug-related,"['IPC 420', 'IPC 307', 'IPC 420']",1,0,0.9440947859303646,0.47570407818905625,Granted,High
Economic,['IPC 420'],21,0,0.33594615337893385,0.5366232797354938,Rejected,Low
Economic,['Narcotics Act'],45,1,0.5606944813756801,0.7711360481708222,Rejected,High
Economic,"['IPC 302', 'Economic Offenses Act', 'Economic Offenses Act']",1,1,0.09505653683256443,0.6612653062650915,Rejected,High
Non-violent,"['IPC 307', 'IPC 307']",10,0,0.200469047766359,0.4093449208823926,Granted,High
Drug-related,"['IPC 420', 'IPC 307']",47,1,0.4134657667101601,0.895412711194219,Granted,Middle
Violent,"['IPC 379', 'Narcotics Act', 'IPC 379']",32,1,0.20620271590177885,0.1625670686634786,Rejected,Middle
Cyber Crime,"['IPC 307', 'IPC 379', 'Cyber Laws']",39,1,0.8765604907887176,0.9955164485903247,Granted,Low
Violent,['IPC 420'],22,0,0.15828625605909807,0.1188525784762372,Rejected,Low
Drug-related,['Economic Offenses Act'],18,1,0.45566082155309195,0.014949971104238902,Rejected,Middle
Cyber Crime,['IPC 420'],46,1,0.6056992404598757,0.8900189011487647,Rejected,Low
Drug-related,"['Narcotics Act', 'IPC 420', 'Cyber Laws']",32,1,0.6918639081608444,0.24495350836595609,Rejected,Low
Economic,"['Cyber Laws', 'Cyber Laws']",27,1,0.38306936972650674,0.7296996274467209,Granted,Middle
Cyber Crime,"['IPC 302', 'IPC 420', 'IPC 379']",28,1,0.8690990687247285,0.8110153749320693,Granted,Middle
Economic,"['Economic Offenses Act', 'IPC 302']",18,1,0.5683191510779255,0.8589863910321168,Granted,Middle
Violent,"['Narcotics Act', 'Economic Offenses Act', 'Narcotics Act']",39,1,0.4395077804475518,0.9915942356641667,Granted,Middle
Violent,['Cyber Laws'],29,0,0.06724063405203662,0.29403971003999907,Granted,High
Cyber Crime,['IPC 307'],18,0,0.464689468445165,0.7102433419272591,Granted,Middle
Cyber Crime,"['IPC 307', 'Economic Offenses Act']",44,1,0.8207358408157303,0.11539985828082822,Rejected,Low
Drug-related,"['Economic Offenses Act', 'IPC 379', 'Narcotics Act']",8,0,0.6145410182213155,0.4068092913568494,Granted,High
Drug-related,['IPC 379'],31,1,0.8321624537291183,0.8479716933125904,Granted,High
Economic,['IPC 420'],34,1,0.4940116705993056,0.36765804605910835,Granted,Low
Cyber Crime,['IPC 420'],7,1,0.11846170509448184,0.5910953805356141,Rejected,High
Violent,"['IPC 307', 'Cyber Laws']",36,0,0.01363984583588107,0.5037734437246341,Granted,Low
Drug-related,"['Narcotics Act', 'IPC 379']",18,1,0.3032195467185912,0.6459515311120451,Rejected,High
Drug-related,['IPC 420'],38,1,0.6979904714977925,0.9728943893876949,Granted,High
Violent,['IPC 302'],9,0,0.7902599039416938,0.05573552650140212,Granted,Low
Drug-related,"['IPC 307', 'Cyber Laws']",9,0,0.2957528346203294,0.5739615175016297,Granted,Low
Economic,"['IPC 420', 'IPC 420', 'IPC 302']",46,1,0.4956539208832471,0.8630287792502848,Rejected,Low
Cyber Crime,"['IPC 307', 'Economic Offenses Act', 'IPC 420']",8,0,0.4211189044340816,0.4813827117484275,Rejected,Low
Violent,['Narcotics Act'],35,0,0.41052278435142786,0.07852718594157282,Granted,Middle
Cyber Crime,"['Cyber Laws', 'IPC 379']",18,1,0.2313487132001505,0.5605393524167709,Granted,Middle
Drug-related,"['IPC 307', 'Narcotics Act']",5,1,0.13637110502945837,0.33207389082382044,Granted,Low
Drug-related,"['Cyber Laws', 'IPC 302']",14,1,0.19668855823121312,0.1549417853379359,Rejected,Middle
Violent,['IPC 379'],28,0,0.0553323871633461,0.849034513283473,Rejected,Low
Economic,"['IPC 302', 'IPC 379']",30,0,0.19813074182357704,0.5215995129911216,Granted,Low
Non-violent,"['IPC 307', 'IPC 307', 'IPC 379']",4,0,0.009200897625379456,0.9332764123790667,Rejected,High
Violent,['Economic Offenses Act'],39,1,0.6272584006359783,0.8060165046030691,Rejected,Low
Non-violent,"['IPC 302', 'Narcotics Act']",20,0,0.3163754073876829,0.6929717937736674,Rejected,Low
Non-violent,"['Cyber Laws', 'Economic Offenses Act', 'IPC 379']",25,0,0.9731447114269086,0.005025503365311934,Rejected,Low
Economic,"['IPC 302', 'IPC 420', 'Narcotics Act']",28,1,0.19371705077629786,0.42782345663824994,Granted,Low
Non-violent,"['IPC 307', 'IPC 379']",12,1,0.3458285703095939,0.1974862816520323,Granted,High
Non-violent,"['Economic Offenses Act', 'Cyber Laws', 'IPC 302']",2,1,0.3578411586415332,0.9107979110488678,Rejected,Low
Economic,['Economic Offenses Act'],43,0,0.00845149606246054,0.17458398467636027,Rejected,High
Non-violent,"['Economic Offenses Act', 'IPC 379', 'IPC 420']",14,1,0.8392079530394589,0.2860600516592855,Rejected,Low
Non-violent,"['IPC 302', 'Economic Offenses Act']",22,0,0.03199446014432472,0.5168367677344992,Granted,High
Non-violent,"['Economic Offenses Act', 'Economic Offenses Act']",31,0,0.9401798347292414,0.26336361899807925,Granted,Middle
Violent,['IPC 379'],23,1,0.8920743510936207,0.20986467727912117,Rejected,High
Violent,['Narcotics Act'],20,1,0.5355219160859636,0.5990993251027524,Rejected,High
Violent,['Cyber Laws'],38,1,0.5435955749112921,0.08892952275502386,Rejected,Low
Economic,"['IPC 420', 'IPC 420']",4,1,0.6537779229561563,0.05816775872092472,Rejected,High
Drug-related,['Economic Offenses Act'],15,1,0.387050011934887,0.3722452951860714,Granted,High
Non-violent,['IPC 379'],24,0,0.6472222833978555,0.7206644545078623,Granted,Low
Non-violent,['Economic Offenses Act'],25,0,0.04476838868848687,0.554806758273948,Granted,Middle
Economic,"['IPC 379', 'IPC 302']",1,0,0.05404762734972657,0.42287646846677884,Granted,Middle
Non-violent,"['IPC 379', 'IPC 379']",7,1,0.45723041961954436,0.5657515642245824,Granted,Middle
Violent,"['IPC 379', 'IPC 379', 'IPC 307']",31,0,0.5496223011060349,0.3654514846532736,Granted,High
Drug-related,"['Cyber Laws', 'Cyber Laws']",12,1,0.887817640335819,0.9361463354321129,Rejected,Low
Cyber Crime,['Cyber Laws'],42,1,0.10466063390789626,0.05490489091077433,Rejected,Middle
Non-violent,"['IPC 379', 'Cyber Laws', 'Economic Offenses Act']",5,0,0.8226479271938894,0.6733914790298352,Granted,Middle
Violent,"['IPC 379', 'IPC 420']",44,0,0.2100473372920696,0.8912826648277505,Granted,Middle
Cyber Crime,['IPC 302'],42,1,0.39408364851003186,0.8038847087352534,Granted,Middle
Drug-related,"['IPC 307', 'Cyber Laws']",38,0,0.3166024348274129,0.18404103482144674,Rejected,Low
Cyber Crime,"['Cyber Laws', 'IPC 302', 'IPC 379']",12,1,0.400155272865399,0.29592634898028836,Rejected,Middle
Violent,"['IPC 379', 'IPC 379']",39,0,0.15049549807258555,0.7170479387071047,Rejected,High
Cyber Crime,"['IPC 379', 'IPC 302']",18,0,0.503570074403555,0.08427055918076554,Rejected,High
Economic,['Economic Offenses Act'],2,0,0.8016425898313673,0.811861699832584,Granted,Low
Cyber Crime,"['Economic Offenses Act', 'IPC 302']",10,0,0.44153401037889695,0.7189069446047903,Rejected,Middle
Non-violent,"['IPC 420', 'Economic Offenses Act', 'IPC 302']",15,0,0.4906135758981991,0.7296066492353426,Granted,Middle
Non-violent,"['Economic Offenses Act', 'IPC 420', 'Cyber Laws']",30,1,0.8487675852813142,0.10024137026759139,Rejected,High
Economic,"['Narcotics Act', 'Narcotics Act']",44,0,0.7060581146380308,0.7177605448162309,Rejected,Low
Violent,['Cyber Laws'],17,0,0.4904544085197847,0.67981812521997,Rejected,High
Non-violent,['IPC 302'],4,0,0.25769564818917967,0.8309224908218505,Rejected,Low
Drug-related,['Cyber Laws'],7,1,0.8849267468449666,0.0415959562564695,Granted,Low
Non-violent,"['Narcotics Act', 'IPC 379', 'IPC 302']",41,1,0.5770204016905583,0.023110668467792195,Granted,Low
Non-violent,"['Cyber Laws', 'Cyber Laws', 'IPC 302']",31,1,0.2211476101106934,0.37300709987856073,Granted,High
Violent,"['IPC 420', 'IPC 420', 'IPC 307']",39,1,0.26911975263801036,0.14878828384915288,Granted,Low
Cyber Crime,['Narcotics Act'],34,1,0.8031330889362459,0.5583844775702219,Granted,High
Non-violent,"['Cyber Laws', 'IPC 302']",6,0,0.04414556208745546,0.9173489015067489,Granted,High
Economic,"['Economic Offenses Act', 'Economic Offenses Act', 'Narcotics Act']",38,0,0.9920921870288201,0.39147973033401573,Granted,Middle
Cyber Crime,"['IPC 302', 'Cyber Laws']",45,0,0.13035167971479178,0.8449503772726041,Rejected,High
Drug-related,"['IPC 379', 'Cyber Laws', 'IPC 307']",34,1,0.7960685253969374,0.00024087451786647396,Granted,High
Violent,['Economic Offenses Act'],44,1,0.39477531677168287,0.1685146434591842,Rejected,Middle
Drug-related,['Narcotics Act'],15,0,0.49221618328746686,0.03042353965408562,Granted,Middle
Cyber Crime,['IPC 379'],14,1,0.8806505774645779,0.32814718051506864,Rejected,Middle
Cyber Crime,['Narcotics Act'],6,1,0.41291118958921325,0.9081895956965028,Granted,Low
Cyber Crime,['IPC 302'],37,1,0.5374937536732345,0.09695212359898775,Rejected,Low
Drug-related,['IPC 302'],32,0,0.04929966240916994,0.6064097767438004,Granted,Middle
Cyber Crime,"['IPC 302', 'IPC 307', 'IPC 302']",3,0,0.0023474738674531537,0.4514959391194442,Granted,Low
Drug-related,['Economic Offenses Act'],3,1,0.2447998730017259,0.9384682123658125,Granted,Middle
Cyber Crime,"['IPC 420', 'Cyber Laws', 'IPC 420']",22,1,0.6805830929187673,0.12251914253709384,Granted,Low
Economic,"['Economic Offenses Act', 'Economic Offenses Act']",22,1,0.1212648933591367,0.21202785050222894,Rejected,High
Cyber Crime,['IPC 379'],10,1,0.11376195880454942,0.029541968611493274,Granted,Low
Drug-related,"['IPC 420', 'Narcotics Act']",3,0,0.4109606080359033,0.43393524963137375,Granted,Low
Non-violent,"['Narcotics Act', 'IPC 379']",12,1,0.6478370386082265,0.2778328995646543,Rejected,High
Cyber Crime,"['IPC 420', 'IPC 302']",29,0,0.7120719922479305,0.8699059338903209,Granted,Middle
Non-violent,['IPC 379'],17,0,0.17845067409837478,0.6049408131977551,Rejected,Low
Economic,"['Economic Offenses Act', 'IPC 420', 'IPC 420']",7,0,0.07958814737204245,0.6140907379757017,Rejected,Low
Violent,"['IPC 420', 'Narcotics Act']",13,1,0.9403970339455442,0.5319106968813024,Granted,High
Economic,"['Cyber Laws', 'IPC 420', 'IPC 307']",2,0,0.26066638256210173,0.091850337229201,Granted,High
Cyber Crime,"['IPC 379', 'Economic Offenses Act']",4,0,0.8533464976087238,0.44501868372535525,Rejected,High
Non-violent,['IPC 302'],10,1,0.8634914504628183,0.9995051897085165,Granted,High
Non-violent,"['Cyber Laws', 'Cyber Laws', 'Cyber Laws']",39,1,0.7725225917625445,0.8352292908460148,Rejected,Middle
Drug-related,['IPC 307'],24,1,0.16883360665257008,0.8934590541671159,Granted,Low
Non-violent,['Narcotics Act'],17,0,0.8218014592542003,0.8232263592464995,Granted,Low
Drug-related,"['IPC 307', 'IPC 379']",6,1,0.7692505592415867,0.10304169343098268,Rejected,Low
Violent,"['IPC 420', 'IPC 307', 'IPC 302']",19,0,0.5967229901062171,0.22744825406479963,Granted,Low
Cyber Crime,['Narcotics Act'],5,0,0.33720203516895275,0.003121651356409627,Granted,Middle
Drug-related,['IPC 302'],32,1,0.2625086042665441,0.30351012487811146,Granted,Low
Violent,"['Cyber Laws', 'IPC 379', 'Narcotics Act']",10,0,0.12188921208035897,0.10860740234649258,Rejected,Middle
Non-violent,['Narcotics Act'],9,0,0.5097570669008714,0.472793345301583,Granted,Middle
Non-violent,['Cyber Laws'],27,0,0.5852608755098465,0.6771274885739019,Rejected,High
Violent,['Cyber Laws'],13,0,0.3593389905157872,0.8745052950380771,Granted,High
Non-violent,['Cyber Laws'],19,1,0.47535906768086855,0.7492171650908982,Rejected,Low
Violent,"['IPC 420', 'IPC 420', 'IPC 302']",21,0,0.3635144573692667,0.9385855957785052,Granted,Middle
Drug-related,"['Economic Offenses Act', 'Narcotics Act']",24,1,0.6410060573207013,0.053898290393788795,Granted,High
Drug-related,['IPC 302'],38,0,0.9012592077965633,0.01217983541654144,Rejected,Middle
Violent,"['IPC 307', 'IPC 379']",4,0,0.16392026204694488,0.6613381138362127,Granted,High
Drug-related,"['Cyber Laws', 'IPC 302']",24,1,0.3814088099031234,0.2893524102222462,Rejected,Middle
Drug-related,['Narcotics Act'],35,0,0.14086860395086132,0.25350101610577314,Granted,Low
Drug-related,['IPC 302'],3,0,0.624943770407832,0.33088708769379427,Rejected,Low
Economic,['Narcotics Act'],4,0,0.7288705094885958,0.26979605789236416,Granted,Middle
Cyber Crime,"['IPC 379', 'Economic Offenses Act', 'Economic Offenses Act']",37,0,0.9319127325974559,0.5114364063015873,Rejected,High
Non-violent,['Economic Offenses Act'],40,0,0.2788719262609649,0.4401484472241325,Granted,High
Economic,['IPC 379'],35,0,0.9502112058654302,0.5124285513766563,Rejected,Low
Drug-related,"['IPC 379', 'IPC 379']",31,1,0.0632626718206748,0.6727136115004362,Rejected,Low
Violent,['Economic Offenses Act'],44,1,0.6030138633645882,0.3871305089711483,Granted,Low
Drug-related,"['Narcotics Act', 'IPC 302']",25,1,0.057132719343329974,0.2513076871421568,Rejected,High
Cyber Crime,"['IPC 420', 'Narcotics Act', 'Narcotics Act']",40,0,0.8937741877619448,0.16620053680874547,Rejected,High
Drug-related,['IPC 420'],13,0,0.5298090570700541,0.3494741195326255,Granted,Low
Violent,['IPC 302'],4,0,0.6693483507627961,0.741806475246172,Granted,Middle
Cyber Crime,['IPC 307'],46,1,0.8315739259104525,0.7567049101114696,Granted,High
Drug-related,"['IPC 420', 'IPC 307', 'Narcotics Act']",14,0,0.15031062248396876,0.6669053866842103,Granted,Low
Cyber Crime,['IPC 379'],13,1,0.038591561938133845,0.2340281753068746,Granted,Middle
Non-violent,"['Economic Offenses Act', 'Cyber Laws']",27,0,0.8788811459128522,0.5880862458546977,Granted,High
Non-violent,['Economic Offenses Act'],6,0,0.3149332274589325,0.570689661576848,Rejected,Middle
Drug-related,"['IPC 302', 'Economic Offenses Act', 'IPC 420']",17,0,0.12897890792716526,0.4842661981097255,Rejected,Middle
Cyber Crime,"['IPC 307', 'IPC 307']",36,1,0.46846123708708653,0.5499789863838642,Rejected,High
Violent,"['IPC 302', 'Economic Offenses Act']",40,0,0.5983060756960188,0.49179063262366807,Granted,Low
Drug-related,"['Narcotics Act', 'IPC 379']",35,1,0.030970603422510123,0.5654563660741082,Granted,Middle
Non-violent,"['IPC 420', 'IPC 420', 'IPC 302']",17,0,0.2748956582570877,0.7155059546211288,Rejected,Low
Non-violent,['IPC 420'],41,0,0.03279987427689601,0.10962819440343974,Rejected,High
Drug-related,"['IPC 379', 'Economic Offenses Act']",2,1,0.42033538919549895,0.7496257521490237,Granted,Middle
Cyber Crime,['Economic Offenses Act'],13,0,0.8951000290662443,0.1358861501275942,Rejected,Middle
Non-violent,"['Economic Offenses Act', 'Narcotics Act']",2,0,0.9826524114935692,0.0666279984103747,Granted,Middle
Cyber Crime,['IPC 307'],28,0,0.6370475535036275,0.9760796862214676,Granted,Middle
Non-violent,"['IPC 379', 'IPC 379']",43,0,0.1616376937845918,0.9569917688704415,Rejected,Middle
Non-violent,['IPC 307'],26,1,0.9058493899993058,0.06043654494056405,Granted,High
Economic,"['IPC 307', 'IPC 379']",22,1,0.5162478232000605,0.44325344147496215,Granted,Middle
Non-violent,"['IPC 302', 'IPC 302']",47,0,0.1537493121029181,0.18624493829977473,Granted,High
Violent,"['IPC 420', 'IPC 379', 'IPC 420']",43,0,0.9217266694516614,0.4853448971344181,Granted,Low
Drug-related,"['IPC 379', 'Narcotics Act']",3,1,0.757469050723103,0.8301772429995874,Rejected,High
Drug-related,"['Narcotics Act', 'Cyber Laws']",35,0,0.7317052727231516,0.9506117747428903,Granted,Middle
Cyber Crime,"['Cyber Laws', 'IPC 307', 'IPC 302']",12,1,0.7091807037944047,0.6342526534515374,Granted,Low
Non-violent,['Cyber Laws'],24,0,0.20033982109644233,0.35390566721181704,Rejected,High
Violent,"['IPC 379', 'IPC 302', 'Economic Offenses Act']",5,1,0.21100669170752606,0.6033255656445984,Granted,High
Cyber Crime,['Economic Offenses Act'],20,1,0.688292998427255,0.31200130610845034,Granted,High
Economic,"['Narcotics Act', 'Narcotics Act']",39,1,0.21972275011039688,0.9098236408320604,Rejected,Middle
Cyber Crime,"['IPC 302', 'Economic Offenses Act']",39,1,0.43867169680304885,0.870400463105837,Rejected,Middle
Cyber Crime,"['IPC 302', 'Economic Offenses Act', 'IPC 302']",13,0,0.7820018255939414,0.558231750279661,Granted,High
Non-violent,"['IPC 420', 'Narcotics Act']",41,0,0.783952518097841,0.32479891538036054,Granted,High
Economic,"['IPC 379', 'IPC 307']",45,1,0.45326177252585964,0.29338967558297835,Rejected,Low
Cyber Crime,"['Narcotics Act', 'Economic Offenses Act', 'IPC 302']",12,1,0.7921899382752451,0.03341799470505946,Granted,Middle
Violent,['Cyber Laws'],13,1,0.8386217961980568,0.8158208510252952,Granted,Middle
Violent,"['Cyber Laws', 'IPC 420']",10,1,0.6547757512842602,0.45038321303900797,Granted,Low
Drug-related,"['IPC 379', 'IPC 379']",33,0,0.22842585230842016,0.3251329284002644,Rejected,High
Economic,"['IPC 302', 'Economic Offenses Act', 'Economic Offenses Act']",40,1,0.2740117803855475,0.4711103549977539,Granted,High
Economic,"['IPC 307', 'IPC 379', 'IPC 302']",16,1,0.31484115540873536,0.818737990454652,Rejected,Low
Drug-related,"['IPC 420', 'IPC 420']",45,1,0.116804107733952,0.12461420770752119,Rejected,High
Cyber Crime,['Economic Offenses Act'],35,1,0.2731596203699451,0.8576559882418273,Rejected,High
Economic,"['IPC 420', 'Narcotics Act']",3,1,0.20951922431253212,0.897508835108354,Rejected,Low
Violent,"['IPC 420', 'Narcotics Act', 'IPC 302']",5,1,0.45532874980860216,0.9467079150338882,Granted,Low
Violent,['Economic Offenses Act'],26,1,0.9084375478722649,0.3974879924226278,Rejected,Low
Non-violent,"['Narcotics Act', 'IPC 307', 'IPC 420']",11,0,0.10448031675395808,0.21714040403767187,Granted,High
Economic,"['IPC 420', 'IPC 379']",7,1,0.7202679239473956,0.3736408184666985,Rejected,Low
Cyber Crime,"['Economic Offenses Act', 'Economic Offenses Act', 'IPC 379']",10,1,0.6872830044131277,0.3329120962314033,Rejected,High
Drug-related,"['IPC 379', 'IPC 302']",42,1,0.09575419866335766,0.17615391250286005,Granted,Middle
Drug-related,['Cyber Laws'],34,0,0.9225724049058001,0.6072666701014879,Rejected,Middle
Cyber Crime,['IPC 307'],3,0,0.5684722021568196,0.4766241605086289,Rejected,Low
Non-violent,"['IPC 302', 'Economic Offenses Act']",8,0,0.36372552113568424,0.8657009923240037,Granted,High
Drug-related,['Narcotics Act'],31,1,0.7565385834953067,0.03210958048205825,Rejected,High
Economic,"['Narcotics Act', 'Cyber Laws']",11,1,0.25736545840163405,0.6438679275551263,Rejected,High
